"","RAZAO_SOCIAL","ENDERECO","BAIRRO","BANDEIRA","PRECO_VENDA","PRECO_COMPRA","MODALIDADE_DE_COMPRA","FORNECEDOR","DATA_COLETA","CIDADE","UF","COMBUSTIVEL"
"12754","Comercio e Transportes de Combustiveis Valente Ltda.","Avenida Duque de Caxias, 483","Fragata","PETROBRAS DISTRIBUIDORA S.A.",3.499,3.157,"FOB","-","14/09/2016","PELOTAS","RS","Etanol"
"12755","Comercial Riemke Ltda.","Rua Tres de Maio, 945","Centro","IPIRANGA",3.59,3.257,"CIF","-","14/09/2016","PELOTAS","RS","Etanol"
"12756","Comercial de Combustíveis Vara Ltda.","Avenida Cidade de Lisboa, 544","Fragata","CHARRUA",3.598,2.936,"CIF","-","14/09/2016","PELOTAS","RS","Etanol"
"12757","Meridional Logistica Ltda.","Avenida   Brasil, 804","Fragata","IPIRANGA",3.799,3.236,"FOB","-","14/09/2016","PELOTAS","RS","Etanol"
"12758","Jose Henrique Schaun","Rua Tiradentes, 1994 0","Centro","IPIRANGA",3.852,NA,"-","-","14/09/2016","PELOTAS","RS","Etanol"
"12759","Ditrento Postos e Logistica Ltda","Avenida   Ferreira Viana, 2604","Areal","PETROBRAS DISTRIBUIDORA S.A.",3.899,2.747,"FOB","-","14/09/2016","PELOTAS","RS","Etanol"
"12760","Abastecedora de Combustíveis Ongaratto Ltda.","Avenida Ferreira Viana, 1695","Areal","PETROBRAS DISTRIBUIDORA S.A.",3.899,2.707,"FOB","-","14/09/2016","PELOTAS","RS","Etanol"
"12761","Abastecedora de Combustíveis Ongaratto Ltda.","Avenida Viscondessa da Graça, 350 A","Bairro Simões Lopes","BRANCA",3.899,2.827,"FOB","PETROBRAS DISTRIBUIDORA S.A.","14/09/2016","PELOTAS","RS","Etanol"
"12762","Abastecedora Abm Ltda","Avenida Plinio Brasil Milano, 1945","Passo da Areia","PETROBRAS DISTRIBUIDORA S.A.",2.999,NA,"-","-","12/09/2016","PORTO ALEGRE","RS","Etanol"
"12763","Comercial de Combustíveis Paineira Ltda.","Avenida Protasio Alves, 5095","Bom Jesus","RAIZEN",3.099,NA,"-","-","12/09/2016","PORTO ALEGRE","RS","Etanol"
"12764","Comercio de Combustiveis Combest Ltda","Avenida Protasio Alves, 8699","Rio Branco","PETROBRAS DISTRIBUIDORA S.A.",3.099,NA,"-","-","12/09/2016","PORTO ALEGRE","RS","Etanol"
"12765","Comercial de Combustiveis Lami Ltda","Avenida Bento Gonçalves, 9023","Agronomia","RAIZEN",3.199,NA,"-","-","12/09/2016","PORTO ALEGRE","RS","Etanol"
"12766","Posto de Combustíveis da Rotula Ltda","Avenida Cavalhada, 2490","Cavalhada","MEGAPETRO",3.29,NA,"-","-","12/09/2016","PORTO ALEGRE","RS","Etanol"
"12767","Posto Nonemacher Brasil Ltda","Avenida Brasil, 925","Sao Geraldo","PETROBRAS DISTRIBUIDORA S.A.",3.299,NA,"-","-","12/09/2016","PORTO ALEGRE","RS","Etanol"
"12768","Posto de Combustíveis Millani Ltda.","Av Bento Gonçalves, 8235","Agronomia","PETROBRAS DISTRIBUIDORA S.A.",3.299,NA,"-","-","12/09/2016","PORTO ALEGRE","RS","Etanol"
"12769","Posto de Serviços 2z Ltda.","Rua Professor Cristiano Fisher, 1272","Petropolis","IPIRANGA",3.39,NA,"-","-","12/09/2016","PORTO ALEGRE","RS","Etanol"
"12770","Comercial de Combustiveis Phoenix Ltda - Epp","Avenida Francisco Silveira Bitencourt, 1955","Sarandi","IPIRANGA",3.39,NA,"-","-","12/09/2016","PORTO ALEGRE","RS","Etanol"
"12771","Posto de Servicos Anchieta Ltda","Avenida Nilo Pecanha, 1342","Chacara das Pedras","IPIRANGA",3.399,NA,"-","-","12/09/2016","PORTO ALEGRE","RS","Etanol"
"12772","Ds Comb. Ltda","Avenida Carlos Gomes, 11","Auxiliadora","IPIRANGA",3.399,NA,"-","-","12/09/2016","PORTO ALEGRE","RS","Etanol"
"12773","Comércial de Combustíveis Br Nonoai Ltda.","Avenida Nonoai, 713","Teresópolis","PETROBRAS DISTRIBUIDORA S.A.",3.399,NA,"-","-","12/09/2016","PORTO ALEGRE","RS","Etanol"
"12774","Posto de Combustiveis Alicar Ltda","Avenida Bento Gonçalves, 4937","São José","IPIRANGA",3.499,NA,"-","-","12/09/2016","PORTO ALEGRE","RS","Etanol"
"12775","Fcj- Comércio de Combustiveis Ltda","Estrada Joao de Oliveira Remiao, 4000","Lomba do Pinheiro","PETROBRAS DISTRIBUIDORA S.A.",3.499,NA,"-","-","12/09/2016","PORTO ALEGRE","RS","Etanol"
"12776","Comércio de Combustíveis Propp Ltda. - Me.","Estrada Joao de Oliveira Remiao, 5839","Lomba do Pinheiro","PETROBRAS DISTRIBUIDORA S.A.",3.499,NA,"-","-","12/09/2016","PORTO ALEGRE","RS","Etanol"
"12777","Posto de Combustiveis Alicar Ltda","Avenida Bento Goncalves, 4985","Partenon","IPIRANGA",3.499,NA,"-","-","13/09/2016","PORTO ALEGRE","RS","Etanol"
"12778","Abastecedora de Combustíveis Petroder Ltda.","Avenida Manoel Elias, 555","Passo das Pedras","IPIRANGA",3.599,NA,"-","-","12/09/2016","PORTO ALEGRE","RS","Etanol"
"12779","Fauri Comercio de Combustiveis Ltda.","Avenida Nilo Peçanha, 95","Petrópolis","IPIRANGA",3.699,3.146,"CIF","-","12/09/2016","PORTO ALEGRE","RS","Etanol"
"12780","Abastecedora de Combustíveis Smr Ltda","Avenida Borges de Medeiros, 2205","Praia de Belas","IPIRANGA",3.799,NA,"-","-","12/09/2016","PORTO ALEGRE","RS","Etanol"
"12781","Abastecedora Abm Ltda","Avenida Itália, 1851","Vila Maria José","PETROBRAS DISTRIBUIDORA S.A.",3.199,NA,"-","-","12/09/2016","RIO GRANDE","RS","Etanol"
"12782","Abastecedora Abm Ltda","Rua Italia, 1776","Aeroporto","PETROBRAS DISTRIBUIDORA S.A.",3.299,NA,"-","-","12/09/2016","RIO GRANDE","RS","Etanol"
"12783","Desantos Transporte e Comércio Ltda","Avenida Presidente Vargas, 686","Parque","BRANCA",3.49,NA,"-","-","12/09/2016","RIO GRANDE","RS","Etanol"
"12784","Comercio e Transportes de Combustiveis Valente Ltda.","Rua Benjamin Constant, 14","Centro","PETROBRAS DISTRIBUIDORA S.A.",3.499,NA,"-","-","12/09/2016","RIO GRANDE","RS","Etanol"
"12785","Abastecedora de Combustiveis Ongaratto Ltda","Rua Cristovão Colombo, 342","Cidade Nova","BRANCA",3.59,NA,"-","-","12/09/2016","RIO GRANDE","RS","Etanol"
"12786","F.l.g. Combustíveis Ltda","Avenida Rio Grande, 162","Cassino","IPIRANGA",3.599,NA,"-","-","12/09/2016","RIO GRANDE","RS","Etanol"
"12787","Comercial Buffon Combustiveis e Transportes Limitada","Avenida Santos Dumont, 46","Vila Junçao","IPIRANGA",3.599,NA,"-","-","12/09/2016","RIO GRANDE","RS","Etanol"
"12788","Unidos Comercio de Combustíveis Ltda","Avenida Presidente Vargas, 452 0","Parque","IPIRANGA",3.599,NA,"-","-","12/09/2016","RIO GRANDE","RS","Etanol"
"12789","Posto da Estação Comércio de Combustíveis Ltda.","Avenida Rio Grande, 512","Cassino","IPIRANGA",3.599,NA,"-","-","12/09/2016","RIO GRANDE","RS","Etanol"
"12790","Roda Comercial de Peças e Derivados de Petroleo Ltda","Avenida Silva Paes, 17 0","Centro","IPIRANGA",3.669,NA,"-","-","12/09/2016","RIO GRANDE","RS","Etanol"
"12791","Abastecedora de Combustiveis Leão Ltda.","Estrada Roberto Socoowski, 750","Vila Sao Joao","MEGAPETRO",3.698,3.103,"CIF","-","12/09/2016","RIO GRANDE","RS","Etanol"
"12792","Abastecedora de Combustíveis Ongaratto Ltda.","Avenida  Santos Dumont, 575","Juncao","IPIRANGA",3.899,NA,"-","-","13/09/2016","RIO GRANDE","RS","Etanol"
"12793","F. C. Smidt & Cia. Ltda.","Avenida Deputado Euclides Nicolau Kliemann, 1720","Arroio Grande","CHARRUA",3.399,NA,"-","-","12/09/2016","SANTA CRUZ DO SUL","RS","Etanol"
"12794","Mailaender Comércio de Combustíveis Ltda.","Rua Senador Pinheiro Machado, 616 Sala 03","Centro","IPIRANGA",3.49,3.247,"FOB","-","12/09/2016","SANTA CRUZ DO SUL","RS","Etanol"
"12795","Posto Shopping Car Combustiveis Ltda.","Rua Marechal Deodoro, 04 0","Centro","RAIZEN",3.499,NA,"-","-","12/09/2016","SANTA CRUZ DO SUL","RS","Etanol"
"12796","Posto Shopping Car Combustiveis Ltda.","Rodovia Br 471, S/n Km    56","Vila Schulz","IPIRANGA",3.499,NA,"-","-","12/09/2016","SANTA CRUZ DO SUL","RS","Etanol"
"12797","Comercio de Combustiveis Nevoeiro Ltda","Rodovia Br 471 Km 131,5, Sn","Distrito Industrial","PETROBRAS DISTRIBUIDORA S.A.",3.599,3.103,"FOB","-","12/09/2016","SANTA CRUZ DO SUL","RS","Etanol"
"12798","Comercio de Combustiveis Nevoeiro Ltda","Rodovia Rst 287, S/nº Km 93","Sede","PETROBRAS DISTRIBUIDORA S.A.",3.599,NA,"-","-","12/09/2016","SANTA CRUZ DO SUL","RS","Etanol"
"12799","Comercio de Combustiveis Nevoeiro Ltda","Avenida Deputado Euclides Nicolau Kliemann, 1867","Arroio Grande","PETROBRAS DISTRIBUIDORA S.A.",3.599,3.062,"FOB","-","12/09/2016","SANTA CRUZ DO SUL","RS","Etanol"
"12800","Posto Arroio Grande Ltda","Avenida Presidente Castelo Branco, 64","Arroio Grande","RAIZEN",3.599,NA,"-","-","12/09/2016","SANTA CRUZ DO SUL","RS","Etanol"
"12801","H. D. Portella & Cia. Ltda.","Avenida Deputado Fernando Ferrari, 1255","Nossa  Senhora de Lourdes","PETROBRAS DISTRIBUIDORA S.A.",3.39,NA,"-","-","13/09/2016","SANTA MARIA","RS","Etanol"
"12802","H. D. Portella & Cia. Ltda.","Rua Euclides da Cunha, 1200","Presidente Joao Goulart","LATINA",3.399,NA,"-","-","13/09/2016","SANTA MARIA","RS","Etanol"
"12803","Comercio de Combustíveis Padoin Ltda.","Avenida Walter Jobin, S/n","Juscelino Kubistchek","PETROBRAS DISTRIBUIDORA S.A.",3.42,2.954,"CIF","-","13/09/2016","SANTA MARIA","RS","Etanol"
"12804","Auto Posto Rodalex Ltda.","Rodovia Br 158, S/nº Km 01","Parque Pinheiro Machado","IPIRANGA",3.52,NA,"-","-","15/09/2016","SANTA MARIA","RS","Etanol"
"12805","Peninha Auto Posto Ltda.","Rua Venâncio Aires, 2324","Passo da Areia","PETROBRAS DISTRIBUIDORA S.A.",3.599,NA,"-","-","15/09/2016","SANTA MARIA","RS","Etanol"
"12806","Peninha Auto Posto Ltda.","Rua Sete de Setembro, 526","Nossa Senhora Perpétuo Socorro","PETROBRAS DISTRIBUIDORA S.A.",3.599,NA,"-","-","15/09/2016","SANTA MARIA","RS","Etanol"
"12807","Comercial de Derivados de Petróleo Santarosense Ltda.","Avenida Borges de Medeiros, 900 .","Centro","PETROBRAS DISTRIBUIDORA S.A.",3.688,NA,"-","-","13/09/2016","SANTA ROSA","RS","Etanol"
"12808","Cooperativa Mista São Luiz Ltda.","Rodovia Br 472, S/n Km 11","Zona Rural","PETROBRAS DISTRIBUIDORA S.A.",3.69,NA,"-","-","13/09/2016","SANTA ROSA","RS","Etanol"
"12809","Cooperativa Mista São Luiz Ltda.","Rodovia Rs 344, S/n Km 43","Saida Para Girua","IPIRANGA",3.69,NA,"-","-","13/09/2016","SANTA ROSA","RS","Etanol"
"12810","Cooperativa Mista São Luiz Ltda.","Avenida Inhacorá, 673","Centro","IPIRANGA",3.69,NA,"-","-","13/09/2016","SANTA ROSA","RS","Etanol"
"12811","Larratea Comércio de Combustíveis Ltda.","Avenida Almirante Tamandare, 1168","Centro","PETROBRAS DISTRIBUIDORA S.A.",3.4,3.253,"FOB","-","14/09/2016","SANT.ANA DO LIVRAMENTO","RS","Etanol"
"12812","Auto Posto Cabure Ltda","Rua 13 de Maio, 1364","Centro","PETROBRAS DISTRIBUIDORA S.A.",3.495,2.95,"FOB","-","14/09/2016","SANT.ANA DO LIVRAMENTO","RS","Etanol"
"12813","Staevie Cia Ltda","Estrada Br 158, S/n Esquina B Ibirapuita","Porto Seco","PETROBRAS DISTRIBUIDORA S.A.",3.499,2.888,"FOB","-","14/09/2016","SANT.ANA DO LIVRAMENTO","RS","Etanol"
"12814","Comercial de Combustíveis Rosul Ltda.","Rua Vasco Alves, 974 A","Centro","PETROBRAS DISTRIBUIDORA S.A.",3.589,3,"FOB","-","14/09/2016","SANT.ANA DO LIVRAMENTO","RS","Etanol"
"12815","Comercial de Combustiveis Carafini Ltda","Rua Uruguai, 1898","Centro","IPIRANGA",3.65,3.04,"FOB","-","14/09/2016","SANT.ANA DO LIVRAMENTO","RS","Etanol"
"12816","Comercio e Transporte de Combustiveis Berte e Berte Ltd","Rua do Arvoredo, 90","Pippi","BRANCA",2.969,NA,"-","-","12/09/2016","SANTO ANGELO","RS","Etanol"
"12817","Vargas Comércio de Combustíveis Ltda.","Avenida Venancio Aires, 1751","Centro","BRANCA",3.439,NA,"-","-","12/09/2016","SANTO ANGELO","RS","Etanol"
"12818","Brondani Comercio de Combustiveis Ltda","Avenida Sagrada Familia, 1254","Pippi","PETROBRAS DISTRIBUIDORA S.A.",3.499,NA,"-","-","12/09/2016","SANTO ANGELO","RS","Etanol"
"12819","Silvio Otto Nedel","Avenida Venancio Aires, 1920","Centro","PETROBRAS DISTRIBUIDORA S.A.",3.499,NA,"-","-","12/09/2016","SANTO ANGELO","RS","Etanol"
"12820","Hanke, Martin & Cia Ltda","Rua Antonio Manoel, 1407","Centro","PETROBRAS DISTRIBUIDORA S.A.",3.499,NA,"-","-","12/09/2016","SANTO ANGELO","RS","Etanol"
"12821","Santa Lúcia Comércio e Pavimentações Ltda.","Rua Aparicio Mariense da Silva, 2248","Centro","SUL COMBUSTÍVEIS",3.45,2.842,"CIF","-","12/09/2016","SAO BORJA","RS","Etanol"
"12822","Comércio de Combustiveis do Centro Ltda","Rua Engenheiro Manoel Luiz Fagundes, 2286","Centro","PETROBRAS DISTRIBUIDORA S.A.",3.69,NA,"-","-","12/09/2016","SAO BORJA","RS","Etanol"
"12823","Comercio de Combustiveis Volkweis Ltda","Rua General Marques, 33","Centro","IPIRANGA",3.699,3.021,"FOB","-","12/09/2016","SAO BORJA","RS","Etanol"
"12824","Posto Janter Comércio de Combustíveis e Derivados Ltda.","Rua Mauricio Cardoso, 69","Sede","IPIRANGA",3.49,3.096,"CIF","-","14/09/2016","SAO GABRIEL","RS","Etanol"
"12825","Vacacai Combustiveis & Lubrificantes Ltda","Rua Doutor Francisco Leivas, 566","Centro","IPIRANGA",3.501,3.086,"FOB","-","14/09/2016","SAO GABRIEL","RS","Etanol"
"12826","Abastecedora de Combustíveis Terra dos Marechais","Rua Peri Gonçalves, 865 Esquina Antonio Trilha","Centro","IPIRANGA",3.65,3.277,"CIF","-","14/09/2016","SAO GABRIEL","RS","Etanol"
"12827","3gbi Combustiveis Ltda.","Rua Celestino Cavalheiro, 139","Centro","PETROBRAS DISTRIBUIDORA S.A.",3.999,3.017,"CIF","-","14/09/2016","SAO GABRIEL","RS","Etanol"
"12828","Abastecedora Sprenger Ltda","Av Joao Correa N/344, S/n","Centro","IPIRANGA",2.97,NA,"-","-","13/09/2016","SAO LEOPOLDO","RS","Etanol"
"12829","Argos Comercial de Combustiveis Ltda","Avenida Caxias do Sul, 950","Rio dos Sinos","RAIZEN",2.998,NA,"-","-","13/09/2016","SAO LEOPOLDO","RS","Etanol"
"12830","Posto Rs 240 Ltda.","Avenida Parobe, 265","Scharlau","BRANCA",2.999,NA,"-","-","13/09/2016","SAO LEOPOLDO","RS","Etanol"
"12831","Abastecedora de Combustiveis Br 116 Eireli - Epp","Avenida Feitoria, 600","Bairro So Jose","PETROBRAS DISTRIBUIDORA S.A.",3.19,NA,"-","-","13/09/2016","SAO LEOPOLDO","RS","Etanol"
"12832","Abastecedora de Petroleo Scharlau Ltda","Avenida Parobe, 831","Scharlau","RAIZEN",3.198,NA,"-","-","13/09/2016","SAO LEOPOLDO","RS","Etanol"
"12833","Posto de Combustiveis Rost Ltda","Avenida São Borja, 2035","Sao Borja","PETROBRAS DISTRIBUIDORA S.A.",3.2,2.978,"CIF","-","13/09/2016","SAO LEOPOLDO","RS","Etanol"
"12834","Posto de Combustiveis do Airton Ltda","Avenida Feitoria, 1990","Pinheiro","IPIRANGA",3.29,NA,"-","-","13/09/2016","SAO LEOPOLDO","RS","Etanol"
"12835","Auto Posto Sao Luiz Ltda","Avenida Senador Pinheiro Machado, 3323","Centro","RAIZEN",3.159,NA,"-","-","12/09/2016","SAO LUIZ GONZAGA","RS","Etanol"
"12836","Schneider & Matos Combustiveis Ltda","Rua Sao Joao, 2670","Monsenhor Wolski","IPIRANGA",3.35,NA,"-","-","12/09/2016","SAO LUIZ GONZAGA","RS","Etanol"
"12837","Cooperativa Tritícola Regional Sãoluizense Ltda.","Rodovia Br 285, S/n Km 566","Rodovia","PETROBRAS DISTRIBUIDORA S.A.",3.6,NA,"-","-","12/09/2016","SAO LUIZ GONZAGA","RS","Etanol"
"12838","Comércio de Combustíveis Patria Nova Ltda.","Avenida Coronel Genuino Sampaio, 78","Centro","BRANCA",2.999,NA,"-","-","12/09/2016","SAPIRANGA","RS","Etanol"
"12839","Posto Rota 239 Abatecedora de Combustíveis e Serviços Ltda.]","Rua Sete de Setembro, 842","Centro","BRANCA",2.999,NA,"-","-","12/09/2016","SAPIRANGA","RS","Etanol"
"12840","Ditrento Postos e Logistica Ltda","Avenida Joao Correa, 68","Centro","PETROBRAS DISTRIBUIDORA S.A.",3.499,NA,"-","-","15/09/2016","SAPIRANGA","RS","Etanol"
"12841","Auto Serviço Lindolfo Collor Ltda.","Rodovia 239, 4051","Santa Fé","IPIRANGA",3.499,NA,"-","-","12/09/2016","SAPIRANGA","RS","Etanol"
"12842","Campina Revenda de Oleos Ltda","Avenida Leonidas de Souza, 359","Centro","BRANCA",2.97,NA,"-","-","12/09/2016","SAPUCAIA DO SUL","RS","Etanol"
"12843","Buttenbender Comercial de Combustíveis Ltda.","Avenida João Pereira de Vargas, 2561","Nova Sapucaia","BRANCA",2.99,NA,"-","-","12/09/2016","SAPUCAIA DO SUL","RS","Etanol"
"12844","Quintino e Leão Comércio de Combustíveis Ltda.","Avenida João Pereira de Vargas, 2017","Nova Sapucaia","BRANCA",2.99,2.69,"CIF","IDAZA","12/09/2016","SAPUCAIA DO SUL","RS","Etanol"
"12845","Abastecedora de Combustíveis Theodomiro Ltda.","Avenida Coronel Theodomiro Porto da Fonseca, 304","Walderez","BRANCA",2.99,NA,"-","-","12/09/2016","SAPUCAIA DO SUL","RS","Etanol"
"12846","Quintino e Leão Comércio de Combustíveis Ltda.","Avenida João Pereira de Vargas, 1413","Pasqualini","BRANCA",2.99,2.677,"CIF","CIAPETRO","12/09/2016","SAPUCAIA DO SUL","RS","Etanol"
"12847","Comercial Sulina de Derivados de Petroleo Ltda","Rodovia Br 116, 1826 Km 252","Kurashiki","RAIZEN",3.199,NA,"-","-","12/09/2016","SAPUCAIA DO SUL","RS","Etanol"
"12848","Celso Pereira da Rosa","Rodovia Br 116, 750 Km 21,8","Colonial","RAIZEN",3.199,NA,"-","-","12/09/2016","SAPUCAIA DO SUL","RS","Etanol"
"12849","Abastecedora de Veiculos Alterosa Ltda","Avenida Lucio Bittencourt, 45","Piratini","RAIZEN",3.297,NA,"-","-","12/09/2016","SAPUCAIA DO SUL","RS","Etanol"
"12850","Santa Helena Comercial de Combustíveis Ltda.","Avenida João Pereira de Vargas, 915","Centro","IPIRANGA",3.59,NA,"-","-","12/09/2016","SAPUCAIA DO SUL","RS","Etanol"
"12851","Auto Posto Sao Joao Ltda","Rodovia Br 101, 1510 Km 02","Vila São João","IPIRANGA",3.34,3.116,"CIF","-","12/09/2016","TORRES","RS","Etanol"
"12852","Comercial de Combustiveis Denardi Ltda.","Rua Julio de Castilhos, 291","Centro","IPIRANGA",3.39,NA,"-","-","12/09/2016","TORRES","RS","Etanol"
"12853","Abastecedora de Combustiveis Engenho Velho Ltda","Avenida Castelo Branco, 1051","Centro","PETROBRAS DISTRIBUIDORA S.A.",3.49,NA,"-","-","12/09/2016","TORRES","RS","Etanol"
"12854","Comercial de Combustiveis Denardi Ltda.","Avenida Barao do Rio Branco, 617","Centro","IPIRANGA",3.59,NA,"-","-","12/09/2016","TORRES","RS","Etanol"
"12855","Point Veiculos Ltda","Avenida Minas Gerais, 1095","Nova Tramandai","IPIRANGA",3.29,NA,"-","-","13/09/2016","TRAMANDAI","RS","Etanol"
"12856","Auto Posto San Marino Ltda","Avenida Fernandes Bastos, 281","Centro","IPIRANGA",3.39,NA,"-","-","13/09/2016","TRAMANDAI","RS","Etanol"
"12857","Abastecedora de Combustíveis Lagoa do Armazém Ltda.","Avenida Fernandes Bastos, 5190","Cruzeiro do Sul","RAIZEN",3.499,NA,"-","-","13/09/2016","TRAMANDAI","RS","Etanol"
"12858","Rezende e Cia Ltda","Avenida Fernandes Bastos, 635","Centro","RAIZEN",3.499,NA,"-","-","13/09/2016","TRAMANDAI","RS","Etanol"
"12859","Bruscato & Lima Ltda.","Avenida Presidente Vargas, 3667","Centro","IPIRANGA",2.949,NA,"-","-","13/09/2016","URUGUAIANA","RS","Etanol"
"12860","Andebraz Mega Postos Ltda.","Rodovia Br 116, S/n Km 43","Rodovia","MEGAPETRO",3.39,NA,"-","-","12/09/2016","VACARIA","RS","Etanol"
"12861","Telmo Clemente Guizolfi & Filho Ltda.","Rua Assis Brasil, 752 Esquina Com Rua Santo Antonio","Petrópolis","SAARA",3.39,NA,"-","-","12/09/2016","VACARIA","RS","Etanol"
"12862","Petropan Comercio de Combustiveis Ltda","Avenida Militar, 2484","Vacaria","RAIZEN",3.49,NA,"-","-","12/09/2016","VACARIA","RS","Etanol"
"12863","Lupe Comercio de Combustuveis e Lubrificantes Ltda Epp","Avenida Militar, 80","Santa Terezinha","IPIRANGA",3.49,NA,"-","-","12/09/2016","VACARIA","RS","Etanol"
"12864","Posto de Combustiveis Ulysse Maraschin Ltda","Avenida Militar, 398","Fatima","AMERICANOIL",3.49,NA,"-","-","12/09/2016","VACARIA","RS","Etanol"
"12865","P.g. Comércio e Transportess de Combustíveis Ltda.","Avenida Militar, 2525","Glória","IPIRANGA",3.498,NA,"-","-","12/09/2016","VACARIA","RS","Etanol"
"12866","Petrovac Comércio de Derivados de Petróleo Ltda","Rodovia Br 116, 9290 Juscelino Kubistcheck de Oliveira","Santa Terezinha","PETROBRAS DISTRIBUIDORA S.A.",3.499,2.789,"CIF","-","12/09/2016","VACARIA","RS","Etanol"
"12867","Auto Posto Seminário Ltda","Avenida Senador Salgado Filho, 7277","Viamopolis","IPIRANGA",3.299,NA,"-","-","12/09/2016","VIAMAO","RS","Etanol"
"12868","Comercial de Combustiveis Manoel Ltda","Rodovia Rs 040, S/n Km 27","Aguas Claras","IPIRANGA",3.3,NA,"-","-","12/09/2016","VIAMAO","RS","Etanol"
"12869","Posto de Gasolina e Lubrificantes Propp Ltda","Estrada João de Oliveira Remião, 8.919","Lomba do Pinheiro","PETROBRAS DISTRIBUIDORA S.A.",3.499,NA,"-","-","12/09/2016","VIAMAO","RS","Etanol"
"13518","Central Posto Polegato & Souza Ltda","Avenida Canaã, 3381 A","Setor 03","PETROBRAS DISTRIBUIDORA S.A.",3.399,NA,"-","-","13/09/2016","ARIQUEMES","RO","Etanol"
"13519","São Vicente Combustíveis Ltda","Lote 102 Gleba 05, S/n","Setor de Chacaras","IPIRANGA",3.64,NA,"-","-","13/09/2016","ARIQUEMES","RO","Etanol"
"13520","Jm Comércio de Combustíveis Ltda.","Avenida Capitão Silvio Esquina Com Rua Perimetral Leste, 5303","Setor 02","PETROBRAS DISTRIBUIDORA S.A.",3.659,2.932,"FOB","-","13/09/2016","ARIQUEMES","RO","Etanol"
"13521","Auto Posto G 10 Ltda.","Avenida Castelo Branco, 15778","Incra","BRANCA",3.49,2.79,"FOB","PETROBRAS DISTRIBUIDORA S.A.","14/09/2016","CACOAL","RO","Etanol"
"13522","A. da Silva Souza","Avenida Porto Velho, 2444 Esquina Antonio Deodato Durce, 1107","Centro","PETROBRAS DISTRIBUIDORA S.A.",3.5,2.822,"FOB","-","14/09/2016","CACOAL","RO","Etanol"
"13523","Violato e Cia Ltda","Avenida São Paulo, 2800","Centro","PETROBRAS DISTRIBUIDORA S.A.",3.54,2.83,"FOB","-","14/09/2016","CACOAL","RO","Etanol"
"13524","Violato e Cia Ltda","Avenida Castelo Branco, 16458","Incra","PETROBRAS DISTRIBUIDORA S.A.",3.54,NA,"-","-","14/09/2016","CACOAL","RO","Etanol"
"13525","Auto Posto Soberano Ltda","Avenida Castelo Branco, 21026","Novo Horizonte","PETROBRAS DISTRIBUIDORA S.A.",3.54,2.821,"FOB","-","14/09/2016","CACOAL","RO","Etanol"
"13526","Nascimento & Cia. Ltda.","Avenida Princesa Izabel, 2920","10 de Abril","PETROBRAS DISTRIBUIDORA S.A.",3.55,2.836,"FOB","-","14/09/2016","GUAJARA-MIRIM","RO","Etanol"
"13527","Petrobrasil Ltda","Rua Monte Castelo, 275","Dois de Abril","PETROBRAS DISTRIBUIDORA S.A.",3.46,NA,"-","-","13/09/2016","JI-PARANA","RO","Etanol"
"13528","Soja Comércio de Derivados de Petróleo Ltda.","Avenida Brasil, 90","Nova Brasília","BRANCA",3.55,NA,"-","-","13/09/2016","JI-PARANA","RO","Etanol"
"13529","Leles & Cristóvão Ltda","Avenida Aracaju, 612","Riachuelo","BRANCA",3.55,NA,"-","-","13/09/2016","JI-PARANA","RO","Etanol"
"13530","Royal Combustiveis Ltda","Estrada Br 364 Km 12 Lote Rural 02 A, 02a Gleba Pyrineus","Zona Rual","EQUADOR",3.59,NA,"-","-","13/09/2016","JI-PARANA","RO","Etanol"
"13531","José Otonio Lima Silva","Rodovia Br 364 Km 361, Sn","Zona Rural","BRANCA",3.68,NA,"-","-","13/09/2016","JI-PARANA","RO","Etanol"
"13532","José Otonio Lima Silva","Rua Aracaju, 2120","Nova Brasilia 3 Dist","BRANCA",3.689,NA,"-","-","13/09/2016","JI-PARANA","RO","Etanol"
